Year,LocationAbbr,LocationDesc,Question,DataValue,StratificationCategory1,Stratification1,GeoLocation
2015,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64,Gender,Male,"(44.56744942400047, -120.15503132599969)"
2015,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.4,Overall,Overall,"(44.56744942400047, -120.15503132599969)"
2015,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.6,Gender,Female,"(44.56744942400047, -120.15503132599969)"
2011,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.5,Gender,Male,"(44.56744942400047, -120.15503132599969)"
2013,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62,Overall,Overall,"(44.56744942400047, -120.15503132599969)"
2013,OR,Oregon,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.5,Gender,Male,"(44.56744942400047, -120.15503132599969)"
2015,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.3,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2015,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.1,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.6,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2015,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74,Gender,Male,"(40.79373015200048, -77.86070029399963)"
2013,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.7,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2013,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.6,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2013,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.4,Gender,Male,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2013,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.1,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2013,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.3,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.5,Gender,Male,"(40.79373015200048, -77.86070029399963)"
2013,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.3,Gender,Male,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.7,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2015,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.1,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2015,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2015,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.2,Gender,Male,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.6,Gender,Male,"(40.79373015200048, -77.86070029399963)"
2013,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78.2,Gender,Female,"(18.220833, -66.590149)"
2013,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.9,Overall,Overall,"(18.220833, -66.590149)"
2013,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.5,Gender,Male,"(18.220833, -66.590149)"
2015,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.3,Gender,Female,"(18.220833, -66.590149)"
2015,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75,Overall,Overall,"(18.220833, -66.590149)"
2015,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Gender,Male,"(18.220833, -66.590149)"
2011,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71,Gender,Female,"(18.220833, -66.590149)"
2011,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.9,Overall,Overall,"(18.220833, -66.590149)"
2011,PR,Puerto Rico,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.6,Gender,Male,"(18.220833, -66.590149)"
2015,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.3,Gender,Female,"(18.220833, -66.590149)"
2015,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.5,Overall,Overall,"(18.220833, -66.590149)"
2011,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.8,Gender,Female,"(18.220833, -66.590149)"
2013,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.8,Gender,Female,"(18.220833, -66.590149)"
2011,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.4,Overall,Overall,"(18.220833, -66.590149)"
2015,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,58.5,Gender,Male,"(18.220833, -66.590149)"
2013,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.4,Overall,Overall,"(18.220833, -66.590149)"
2011,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,56.4,Gender,Male,"(18.220833, -66.590149)"
2013,PR,Puerto Rico,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,53.1,Gender,Male,"(18.220833, -66.590149)"
2015,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.8,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2015,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.7,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2011,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.5,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2013,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2013,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.4,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2015,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.8,Gender,Male,"(41.70828019300046, -71.52247031399963)"
2013,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.7,Gender,Male,"(41.70828019300046, -71.52247031399963)"
2011,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.3,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2011,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2011,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2013,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.9,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2011,RI,Rhode Island,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.9,Gender,Male,"(41.70828019300046, -71.52247031399963)"
2013,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.1,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2015,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65,Gender,Male,"(41.70828019300046, -71.52247031399963)"
2015,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.6,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2013,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.5,Gender,Male,"(41.70828019300046, -71.52247031399963)"
2011,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.3,Gender,Male,"(41.70828019300046, -71.52247031399963)"
2015,RI,Rhode Island,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.2,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2013,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,82.3,Gender,Male,"(33.998821303000454, -81.04537120699968)"
2013,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.7,Overall,Overall,"(33.998821303000454, -81.04537120699968)"
2015,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.3,Gender,Female,"(33.998821303000454, -81.04537120699968)"
2013,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.5,Gender,Female,"(33.998821303000454, -81.04537120699968)"
2015,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78.9,Overall,Overall,"(33.998821303000454, -81.04537120699968)"
2015,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.5,Gender,Male,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.6,Gender,Female,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Overall,Overall,"(33.998821303000454, -81.04537120699968)"
2013,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,72.7,Gender,Male,"(33.998821303000454, -81.04537120699968)"
2013,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.2,Overall,Overall,"(33.998821303000454, -81.04537120699968)"
2013,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70,Gender,Female,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.4,Gender,Male,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.1,Gender,Female,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.9,Overall,Overall,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.6,Gender,Male,"(33.998821303000454, -81.04537120699968)"
2015,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.6,Gender,Female,"(33.998821303000454, -81.04537120699968)"
2015,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.1,Overall,Overall,"(33.998821303000454, -81.04537120699968)"
2015,SC,South Carolina,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.6,Gender,Male,"(33.998821303000454, -81.04537120699968)"
2013,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79,Gender,Male,"(44.353130053000484, -100.3735306369997)"
2013,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.5,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Gender,Female,"(44.353130053000484, -100.3735306369997)"
2015,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.6,Gender,Male,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.3,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2013,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.1,Gender,Female,"(44.353130053000484, -100.3735306369997)"
2015,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2013,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2013,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.9,Gender,Male,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.3,Gender,Male,"(44.353130053000484, -100.3735306369997)"
2013,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.2,Gender,Female,"(44.353130053000484, -100.3735306369997)"
2015,SD,South Dakota,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.9,Gender,Female,"(44.353130053000484, -100.3735306369997)"
2015,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Gender,Female,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.4,Gender,Female,"(44.353130053000484, -100.3735306369997)"
2015,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.1,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2015,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.7,Gender,Male,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,56.8,Gender,Male,"(44.353130053000484, -100.3735306369997)"
2011,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,83.3,Gender,Female,"(35.68094058000048, -85.77449091399967)"
2015,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,82.9,Gender,Male,"(35.68094058000048, -85.77449091399967)"
2015,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,81.5,Overall,Overall,"(35.68094058000048, -85.77449091399967)"
2011,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.4,Overall,Overall,"(35.68094058000048, -85.77449091399967)"
2015,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.3,Gender,Female,"(35.68094058000048, -85.77449091399967)"
2011,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.2,Gender,Male,"(35.68094058000048, -85.77449091399967)"
2013,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.2,Gender,Female,"(35.68094058000048, -85.77449091399967)"
2013,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.2,Overall,Overall,"(35.68094058000048, -85.77449091399967)"
2013,TN,Tennessee,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.2,Gender,Male,"(35.68094058000048, -85.77449091399967)"
2013,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70,Gender,Female,"(35.68094058000048, -85.77449091399967)"
2015,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69,Gender,Male,"(35.68094058000048, -85.77449091399967)"
2015,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.9,Overall,Overall,"(35.68094058000048, -85.77449091399967)"
2011,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Gender,Female,"(35.68094058000048, -85.77449091399967)"
2013,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.2,Overall,Overall,"(35.68094058000048, -85.77449091399967)"
2015,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.9,Gender,Female,"(35.68094058000048, -85.77449091399967)"
2011,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall,Overall,"(35.68094058000048, -85.77449091399967)"
2011,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.4,Gender,Male,"(35.68094058000048, -85.77449091399967)"
2013,TN,Tennessee,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.8,Gender,Male,"(35.68094058000048, -85.77449091399967)"
2013,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77,Gender,Female,"(31.827240407000488, -99.42677020599967)"
2013,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.8,Overall,Overall,"(31.827240407000488, -99.42677020599967)"
2013,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.8,Gender,Male,"(31.827240407000488, -99.42677020599967)"
2011,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Gender,Male,"(31.827240407000488, -99.42677020599967)"
2011,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.8,Gender,Female,"(31.827240407000488, -99.42677020599967)"
2011,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.5,Overall,Overall,"(31.827240407000488, -99.42677020599967)"
2011,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71,Overall,Overall,"(31.827240407000488, -99.42677020599967)"
2011,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.8,Gender,Female,"(31.827240407000488, -99.42677020599967)"
2011,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.3,Gender,Male,"(31.827240407000488, -99.42677020599967)"
2015,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.3,Gender,Female,"(31.827240407000488, -99.42677020599967)"
2013,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.9,Gender,Female,"(31.827240407000488, -99.42677020599967)"
2015,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68,Gender,Female,"(31.827240407000488, -99.42677020599967)"
2015,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67,Overall,Overall,"(31.827240407000488, -99.42677020599967)"
2013,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.6,Overall,Overall,"(31.827240407000488, -99.42677020599967)"
2015,TX,Texas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65,Gender,Male,"(31.827240407000488, -99.42677020599967)"
2013,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.5,Gender,Male,"(31.827240407000488, -99.42677020599967)"
2015,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Overall,Overall,"(31.827240407000488, -99.42677020599967)"
2015,TX,Texas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.6,Gender,Male,"(31.827240407000488, -99.42677020599967)"
2011,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.6,Gender,Female,
2013,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.2,Overall,Overall,
2013,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Gender,Female,
2013,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Gender,Male,
2015,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72,Gender,Female,
2015,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Gender,Male,
2015,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Overall,Overall,
2011,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.5,Overall,Overall,
2011,US,United States,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.9,Gender,Male,
2013,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67,Gender,Female,
2013,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.8,Gender,Male,
2011,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.7,Gender,Female,
2013,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.7,Overall,Overall,
2015,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Overall,Overall,
2011,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Overall,Overall,
2015,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.4,Gender,Female,
2011,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.8,Gender,Male,
2015,US,United States,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.7,Gender,Male,
2015,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72,Gender,Female,"(39.360700171000474, -111.58713063499971)"
2015,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.6,Overall,Overall,"(39.360700171000474, -111.58713063499971)"
2013,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.9,Gender,Male,"(39.360700171000474, -111.58713063499971)"
2015,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.5,Gender,Male,"(39.360700171000474, -111.58713063499971)"
2011,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.4,Gender,Male,"(39.360700171000474, -111.58713063499971)"
2013,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.4,Gender,Male,"(39.360700171000474, -111.58713063499971)"
2013,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.3,Overall,Overall,"(39.360700171000474, -111.58713063499971)"
2011,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.1,Gender,Female,"(39.360700171000474, -111.58713063499971)"
2011,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.1,Overall,Overall,"(39.360700171000474, -111.58713063499971)"
2013,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.8,Overall,Overall,"(39.360700171000474, -111.58713063499971)"
2011,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Overall,Overall,"(39.360700171000474, -111.58713063499971)"
2015,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.3,Gender,Female,"(39.360700171000474, -111.58713063499971)"
2013,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.1,Gender,Female,"(39.360700171000474, -111.58713063499971)"
2011,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65,Gender,Male,"(39.360700171000474, -111.58713063499971)"
2015,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.8,Overall,Overall,"(39.360700171000474, -111.58713063499971)"
2011,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.6,Gender,Female,"(39.360700171000474, -111.58713063499971)"
2015,UT,Utah,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.4,Gender,Male,"(39.360700171000474, -111.58713063499971)"
2013,UT,Utah,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,63.5,Gender,Female,"(39.360700171000474, -111.58713063499971)"
2013,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77,Gender,Male,"(43.62538123900049, -72.51764079099962)"
2015,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.9,Gender,Female,"(43.62538123900049, -72.51764079099962)"
2013,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,73.3,Gender,Male,"(43.62538123900049, -72.51764079099962)"
2013,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.2,Overall,Overall,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Gender,Female,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall,Overall,"(43.62538123900049, -72.51764079099962)"
2015,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.7,Overall,Overall,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.9,Gender,Male,"(43.62538123900049, -72.51764079099962)"
2013,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.7,Overall,Overall,"(43.62538123900049, -72.51764079099962)"
2013,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.6,Gender,Female,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.2,Gender,Female,"(43.62538123900049, -72.51764079099962)"
2015,VT,Vermont,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65.3,Gender,Male,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64,Overall,Overall,"(43.62538123900049, -72.51764079099962)"
2015,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.9,Gender,Female,"(43.62538123900049, -72.51764079099962)"
2013,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.6,Gender,Female,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.9,Gender,Male,"(43.62538123900049, -72.51764079099962)"
2015,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.1,Overall,Overall,"(43.62538123900049, -72.51764079099962)"
